response_key,response_time_min,mitigation_method,outcome,security_tools_used
80419,124,Block IP,Success,MFA
80420,69,Patch,Success,WAF
80421,154,Containment,Success,IDS
80422,63,Reset Credentials,Success,Endpoint Detection
80423,95,Patch,Success,Firewall
80424,108,Quarantine,Success,IDS
80425,142,Quarantine,Success,IDS
80426,176,Quarantine,Failure,Antivirus
80427,41,Block IP,Success,WAF
80428,62,Block IP,Failure,VPN
80429,26,Reset Credentials,Success,Firewall
80430,143,Patch,Failure,Endpoint Detection
80431,172,Patch,Failure,VPN
80432,57,Containment,Failure,MFA
80433,152,Patch,Success,Antivirus
80434,57,Patch,Failure,WAF
80435,27,Reset Credentials,Success,IDS
80436,163,Reset Credentials,Success,IDS
80437,111,Containment,Success,Firewall
80438,79,Quarantine,Success,Antivirus
80439,157,Reset Credentials,Success,Endpoint Detection
80440,161,Patch,Failure,MFA
80441,103,Containment,Success,Endpoint Detection
80442,50,Reset Credentials,Failure,IDS
80443,65,Block IP,Success,Antivirus
80444,146,Patch,Success,SIEM
80445,15,Quarantine,Failure,Endpoint Detection
80446,17,Patch,Failure,Endpoint Detection
80447,102,Quarantine,Failure,MFA
80448,113,Patch,Failure,VPN
80449,164,Quarantine,Failure,IDS
80450,58,Quarantine,Success,Antivirus
80451,127,Quarantine,Success,SIEM
80452,175,Containment,Failure,Firewall
80453,140,Quarantine,Failure,VPN
80454,176,Reset Credentials,Failure,MFA
80455,77,Patch,Failure,Antivirus
80456,54,Patch,Failure,MFA
80457,10,Patch,Failure,VPN
80458,131,Containment,Failure,IDS
80459,145,Block IP,Failure,WAF
80460,102,Block IP,Failure,WAF
80461,67,Block IP,Success,Endpoint Detection
80462,134,Containment,Success,Antivirus
80463,134,Quarantine,Success,Firewall
80464,167,Block IP,Success,Firewall
80465,173,Patch,Success,Firewall
80466,51,Patch,Success,IDS
80467,166,Reset Credentials,Success,MFA
80468,35,Reset Credentials,Failure,Endpoint Detection
80469,38,Patch,Failure,IDS
80470,57,Patch,Failure,SIEM
80471,92,Containment,Failure,SIEM
80472,26,Quarantine,Failure,Antivirus
80473,51,Quarantine,Success,Endpoint Detection
80474,150,Patch,Success,IDS
80475,95,Quarantine,Success,WAF
80476,131,Block IP,Success,IDS
80477,119,Block IP,Success,VPN
80478,6,Reset Credentials,Failure,VPN
80479,19,Patch,Failure,SIEM
80480,58,Reset Credentials,Failure,Endpoint Detection
80481,78,Quarantine,Failure,SIEM
80482,177,Reset Credentials,Failure,SIEM
80483,14,Block IP,Failure,WAF
80484,39,Containment,Success,IDS
80485,67,Block IP,Failure,Endpoint Detection
80486,44,Block IP,Failure,IDS
80487,157,Containment,Success,Firewall
80488,167,Reset Credentials,Success,Endpoint Detection
80489,106,Containment,Success,Firewall
80490,40,Block IP,Success,Endpoint Detection
80491,87,Block IP,Success,MFA
80492,132,Patch,Failure,Endpoint Detection
80493,146,Containment,Failure,SIEM
80494,43,Containment,Failure,VPN
80495,15,Reset Credentials,Failure,SIEM
80496,179,Containment,Success,WAF
80497,30,Containment,Success,SIEM
80498,130,Quarantine,Failure,Firewall
80499,98,Reset Credentials,Failure,IDS
80500,11,Reset Credentials,Failure,IDS
80501,64,Containment,Failure,WAF
80502,137,Quarantine,Failure,VPN
80503,52,Reset Credentials,Success,IDS
80504,11,Patch,Failure,WAF
80505,76,Block IP,Failure,SIEM
80506,159,Quarantine,Failure,MFA
80507,46,Block IP,Failure,IDS
80508,22,Containment,Success,VPN
80509,7,Reset Credentials,Success,Endpoint Detection
80510,128,Patch,Success,Firewall
80511,87,Reset Credentials,Failure,WAF
80512,155,Quarantine,Success,VPN
80513,88,Block IP,Success,WAF
80514,93,Patch,Failure,IDS
80515,6,Quarantine,Failure,Endpoint Detection
80516,166,Containment,Success,Antivirus
80517,106,Containment,Success,VPN
80518,13,Containment,Success,WAF
80519,133,Patch,Success,Endpoint Detection
80520,172,Reset Credentials,Success,SIEM
80521,77,Block IP,Success,Firewall
80522,102,Containment,Success,Firewall
80523,157,Patch,Failure,IDS
80524,135,Reset Credentials,Failure,Antivirus
80525,86,Containment,Success,Antivirus
80526,26,Patch,Success,IDS
80527,171,Quarantine,Success,MFA
80528,50,Patch,Failure,VPN
80529,123,Quarantine,Failure,IDS
80530,116,Patch,Success,Endpoint Detection
80531,147,Block IP,Failure,VPN
80532,85,Block IP,Success,Antivirus
80533,122,Containment,Failure,Antivirus
80534,179,Containment,Success,SIEM
80535,1,Patch,Failure,Endpoint Detection
80536,140,Reset Credentials,Success,Antivirus
80537,170,Quarantine,Failure,MFA
80538,165,Quarantine,Success,SIEM
80539,104,Reset Credentials,Success,Firewall
80540,51,Reset Credentials,Success,Endpoint Detection
80541,74,Patch,Success,SIEM
80542,30,Patch,Failure,SIEM
80543,167,Containment,Failure,Endpoint Detection
80544,83,Reset Credentials,Success,Firewall
80545,160,Block IP,Failure,WAF
80546,61,Reset Credentials,Failure,Endpoint Detection
80547,162,Reset Credentials,Failure,VPN
80548,42,Block IP,Success,SIEM
80549,52,Reset Credentials,Success,SIEM
80550,162,Containment,Success,MFA
80551,22,Block IP,Failure,VPN
80552,24,Block IP,Failure,Antivirus
80553,139,Block IP,Failure,Firewall
80554,111,Reset Credentials,Success,Antivirus
80555,175,Containment,Success,VPN
80556,111,Reset Credentials,Failure,VPN
80557,64,Quarantine,Success,VPN
80558,90,Reset Credentials,Success,VPN
80559,116,Reset Credentials,Success,Antivirus
80560,133,Quarantine,Failure,SIEM
80561,92,Block IP,Failure,IDS
80562,150,Containment,Success,MFA
80563,147,Block IP,Failure,Endpoint Detection
80564,53,Quarantine,Success,SIEM
80565,137,Quarantine,Failure,WAF
80566,69,Block IP,Failure,Antivirus
80567,101,Quarantine,Success,MFA
80568,113,Block IP,Success,SIEM
80569,73,Containment,Success,Endpoint Detection
80570,43,Containment,Failure,Firewall
80571,95,Block IP,Success,Antivirus
80572,80,Block IP,Success,SIEM
80573,93,Containment,Success,SIEM
80574,106,Reset Credentials,Success,WAF
80575,121,Quarantine,Failure,SIEM
80576,149,Containment,Failure,Endpoint Detection
80577,108,Block IP,Failure,Antivirus
80578,2,Patch,Failure,Antivirus
80579,160,Quarantine,Failure,Firewall
80580,129,Block IP,Success,WAF
80581,126,Reset Credentials,Failure,VPN
80582,168,Block IP,Success,SIEM
80583,114,Reset Credentials,Failure,MFA
80584,71,Patch,Success,WAF
80585,98,Block IP,Failure,Endpoint Detection
80586,171,Quarantine,Success,IDS
80587,165,Containment,Success,Firewall
80588,105,Block IP,Success,MFA
80589,124,Quarantine,Failure,MFA
80590,65,Containment,Success,VPN
80591,120,Block IP,Failure,WAF
80592,79,Containment,Failure,IDS
80593,146,Quarantine,Failure,Endpoint Detection
80594,100,Containment,Failure,Antivirus
80595,155,Reset Credentials,Success,Antivirus
80596,166,Block IP,Failure,MFA
80597,123,Patch,Success,MFA
80598,82,Block IP,Success,Endpoint Detection
80599,112,Reset Credentials,Failure,SIEM
80600,23,Containment,Success,IDS
80601,152,Patch,Failure,SIEM
80602,46,Quarantine,Success,SIEM
80603,180,Block IP,Failure,IDS
80604,145,Containment,Success,Endpoint Detection
80605,83,Patch,Success,Endpoint Detection
80606,157,Containment,Success,VPN
80607,9,Reset Credentials,Failure,SIEM
80608,169,Block IP,Failure,SIEM
80609,162,Containment,Failure,MFA
80610,145,Block IP,Failure,SIEM
80611,22,Quarantine,Success,Antivirus
80612,128,Containment,Success,VPN
80613,90,Containment,Success,WAF
80614,143,Block IP,Success,MFA
80615,88,Containment,Failure,WAF
80616,126,Reset Credentials,Success,Firewall
80617,112,Quarantine,Failure,WAF
80618,74,Block IP,Failure,MFA
80619,92,Containment,Success,SIEM
80620,92,Containment,Failure,Firewall
80621,41,Quarantine,Failure,MFA
80622,122,Patch,Failure,Endpoint Detection
80623,147,Reset Credentials,Success,SIEM
80624,52,Patch,Success,Firewall
80625,40,Containment,Failure,Firewall
80626,123,Quarantine,Success,MFA
80627,116,Quarantine,Failure,VPN
80628,5,Quarantine,Success,Endpoint Detection
80629,45,Patch,Failure,WAF
80630,102,Block IP,Success,VPN
80631,40,Quarantine,Success,IDS
80632,140,Containment,Success,Antivirus
80633,30,Reset Credentials,Success,MFA
80634,163,Patch,Success,WAF
80635,113,Block IP,Success,Firewall
80636,16,Quarantine,Failure,VPN
80637,140,Containment,Failure,MFA
80638,14,Patch,Success,IDS
80639,68,Containment,Failure,IDS
80640,164,Block IP,Success,Endpoint Detection
80641,155,Reset Credentials,Success,Antivirus
80642,32,Containment,Success,Antivirus
80643,37,Patch,Success,Firewall
80644,166,Containment,Success,Endpoint Detection
80645,160,Patch,Success,VPN
80646,38,Containment,Failure,SIEM
80647,118,Containment,Success,Endpoint Detection
80648,20,Containment,Success,MFA
80649,134,Quarantine,Failure,WAF
80650,38,Reset Credentials,Success,Endpoint Detection
80651,155,Block IP,Failure,SIEM
80652,89,Quarantine,Success,IDS
80653,17,Reset Credentials,Success,Endpoint Detection
80654,102,Reset Credentials,Success,MFA
80655,31,Quarantine,Failure,MFA
80656,137,Reset Credentials,Success,SIEM
80657,161,Reset Credentials,Success,MFA
80658,25,Reset Credentials,Success,IDS
80659,46,Reset Credentials,Success,IDS
80660,156,Containment,Success,SIEM
80661,132,Patch,Failure,Firewall
80662,143,Block IP,Success,VPN
80663,30,Block IP,Failure,IDS
80664,130,Patch,Failure,Antivirus
80665,13,Block IP,Failure,SIEM
80666,58,Quarantine,Success,Firewall
80667,29,Reset Credentials,Failure,Antivirus
80668,61,Patch,Success,SIEM
80669,59,Containment,Failure,Firewall
80670,114,Quarantine,Failure,WAF
80671,155,Reset Credentials,Failure,Endpoint Detection
80672,37,Patch,Success,Antivirus
80673,156,Reset Credentials,Failure,MFA
80674,90,Reset Credentials,Success,Endpoint Detection
80675,122,Block IP,Failure,IDS
80676,17,Reset Credentials,Success,IDS
80677,21,Patch,Failure,VPN
80678,74,Reset Credentials,Failure,WAF
80679,30,Reset Credentials,Success,IDS
80680,37,Patch,Failure,WAF
80681,22,Patch,Success,MFA
80682,55,Patch,Failure,Firewall
80683,96,Quarantine,Failure,SIEM
80684,6,Containment,Failure,Endpoint Detection
80685,159,Quarantine,Success,WAF
80686,44,Block IP,Success,VPN
80687,59,Quarantine,Failure,IDS
80688,68,Patch,Failure,Endpoint Detection
80689,25,Quarantine,Failure,Endpoint Detection
80690,22,Containment,Success,MFA
80691,91,Reset Credentials,Failure,SIEM
80692,83,Containment,Success,Firewall
80693,40,Block IP,Success,Firewall
80694,169,Patch,Success,IDS
80695,95,Quarantine,Success,Antivirus
80696,122,Quarantine,Failure,VPN
80697,51,Reset Credentials,Failure,IDS
80698,126,Containment,Success,MFA
80699,53,Containment,Success,Firewall
80700,41,Containment,Success,VPN
80701,177,Patch,Success,WAF
80702,50,Block IP,Success,SIEM
80703,15,Containment,Failure,Firewall
80704,10,Reset Credentials,Failure,IDS
80705,176,Reset Credentials,Failure,Endpoint Detection
80706,124,Reset Credentials,Success,VPN
80707,102,Patch,Success,Antivirus
80708,76,Patch,Failure,Endpoint Detection
80709,66,Containment,Failure,IDS
80710,13,Reset Credentials,Failure,SIEM
80711,63,Reset Credentials,Failure,Antivirus
80712,107,Patch,Success,Endpoint Detection
80713,105,Containment,Success,SIEM
80714,5,Reset Credentials,Failure,Firewall
80715,179,Reset Credentials,Success,Antivirus
80716,35,Patch,Success,Endpoint Detection
80717,65,Reset Credentials,Success,Antivirus
80718,71,Patch,Failure,VPN
80719,83,Quarantine,Failure,Endpoint Detection
80720,46,Containment,Failure,SIEM
80721,92,Patch,Success,Endpoint Detection
80722,66,Patch,Success,SIEM
80723,26,Block IP,Failure,SIEM
80724,103,Block IP,Success,SIEM
80725,144,Block IP,Success,IDS
80726,91,Patch,Failure,Endpoint Detection
80727,110,Containment,Success,MFA
80728,150,Reset Credentials,Success,Antivirus
80729,61,Reset Credentials,Failure,VPN
80730,50,Reset Credentials,Success,IDS
80731,107,Block IP,Success,WAF
80732,127,Block IP,Failure,MFA
80733,2,Quarantine,Failure,IDS
80734,112,Quarantine,Success,IDS
80735,131,Containment,Success,IDS
80736,8,Patch,Success,IDS
80737,23,Patch,Success,VPN
80738,70,Quarantine,Success,VPN
80739,91,Patch,Failure,WAF
80740,52,Block IP,Success,Endpoint Detection
80741,25,Block IP,Failure,Antivirus
80742,1,Containment,Success,WAF
80743,66,Quarantine,Failure,IDS
80744,82,Reset Credentials,Failure,Firewall
80745,150,Quarantine,Failure,SIEM
80746,89,Reset Credentials,Success,WAF
80747,169,Quarantine,Success,VPN
80748,162,Reset Credentials,Success,WAF
80749,179,Patch,Success,MFA
80750,150,Containment,Failure,SIEM
80751,90,Patch,Failure,WAF
80752,162,Containment,Failure,WAF
80753,159,Containment,Failure,WAF
80754,139,Block IP,Success,Endpoint Detection
80755,112,Quarantine,Failure,IDS
80756,156,Reset Credentials,Success,Antivirus
80757,111,Block IP,Success,WAF
80758,70,Reset Credentials,Success,IDS
80759,127,Patch,Failure,Endpoint Detection
80760,175,Block IP,Failure,MFA
80761,135,Quarantine,Success,Firewall
80762,110,Quarantine,Failure,SIEM
80763,30,Block IP,Failure,MFA
80764,17,Quarantine,Failure,SIEM
80765,128,Containment,Success,Endpoint Detection
80766,169,Reset Credentials,Failure,Antivirus
80767,6,Patch,Failure,Firewall
80768,89,Reset Credentials,Failure,Firewall
80769,13,Block IP,Failure,IDS
80770,85,Reset Credentials,Failure,IDS
80771,106,Containment,Failure,Endpoint Detection
80772,101,Reset Credentials,Success,WAF
80773,3,Quarantine,Success,SIEM
80774,131,Quarantine,Failure,Firewall
80775,151,Containment,Success,VPN
80776,22,Reset Credentials,Success,IDS
80777,125,Patch,Failure,MFA
80778,105,Block IP,Failure,Endpoint Detection
80779,172,Block IP,Success,Firewall
80780,179,Containment,Success,MFA
80781,84,Containment,Success,IDS
80782,143,Reset Credentials,Failure,VPN
80783,31,Patch,Failure,Endpoint Detection
80784,142,Containment,Success,Endpoint Detection
80785,138,Patch,Failure,Firewall
80786,144,Reset Credentials,Success,IDS
80787,114,Block IP,Failure,VPN
80788,7,Quarantine,Success,MFA
80789,136,Patch,Failure,SIEM
80790,43,Block IP,Failure,Endpoint Detection
80791,111,Reset Credentials,Failure,IDS
80792,15,Quarantine,Success,Firewall
80793,81,Block IP,Failure,IDS
80794,121,Containment,Success,Antivirus
80795,117,Patch,Failure,IDS
80796,45,Quarantine,Failure,VPN
80797,172,Quarantine,Success,Antivirus
80798,92,Reset Credentials,Failure,Antivirus
80799,40,Containment,Failure,Firewall
80800,19,Containment,Failure,Endpoint Detection
80801,62,Reset Credentials,Success,Firewall
80802,158,Patch,Success,Antivirus
80803,116,Reset Credentials,Success,Antivirus
80804,5,Reset Credentials,Success,WAF
80805,148,Reset Credentials,Success,WAF
80806,63,Containment,Success,IDS
80807,43,Containment,Failure,WAF
80808,125,Patch,Failure,MFA
80809,162,Containment,Failure,Firewall
80810,82,Quarantine,Failure,MFA
80811,21,Reset Credentials,Success,Firewall
80812,80,Reset Credentials,Success,Firewall
80813,57,Patch,Success,IDS
80814,50,Quarantine,Failure,Firewall
80815,71,Quarantine,Success,IDS
80816,72,Reset Credentials,Failure,MFA
80817,56,Block IP,Failure,Antivirus
80818,128,Block IP,Failure,Firewall
80819,21,Containment,Success,Antivirus
80820,180,Reset Credentials,Failure,Firewall
80821,46,Reset Credentials,Failure,Antivirus
80822,102,Containment,Success,WAF
80823,158,Patch,Failure,MFA
80824,13,Block IP,Failure,Endpoint Detection
80825,124,Containment,Success,Antivirus
80826,35,Patch,Failure,MFA
80827,145,Patch,Success,VPN
80828,125,Patch,Failure,SIEM
80829,5,Patch,Success,Antivirus
80830,113,Quarantine,Success,Firewall
80831,101,Block IP,Failure,WAF
80832,106,Containment,Failure,Endpoint Detection
80833,87,Reset Credentials,Success,SIEM
80834,129,Patch,Failure,VPN
80835,76,Reset Credentials,Success,MFA
80836,76,Block IP,Success,IDS
80837,12,Patch,Failure,Endpoint Detection
80838,53,Patch,Success,Antivirus
80839,135,Block IP,Failure,SIEM
80840,77,Reset Credentials,Failure,SIEM
80841,105,Reset Credentials,Failure,Antivirus
80842,169,Patch,Success,SIEM
80843,130,Containment,Failure,MFA
80844,69,Reset Credentials,Success,MFA
80845,136,Quarantine,Failure,Antivirus
80846,57,Quarantine,Failure,SIEM
80847,142,Block IP,Success,Firewall
80848,44,Reset Credentials,Success,SIEM
80849,75,Quarantine,Failure,VPN
80850,135,Reset Credentials,Success,VPN
80851,107,Reset Credentials,Failure,VPN
80852,38,Containment,Failure,VPN
80853,1,Block IP,Failure,WAF
80854,159,Patch,Failure,MFA
80855,174,Quarantine,Success,SIEM
80856,85,Block IP,Success,IDS
80857,104,Containment,Failure,IDS
80858,176,Patch,Success,WAF
80859,148,Containment,Success,Antivirus
80860,40,Reset Credentials,Failure,SIEM
80861,143,Quarantine,Success,VPN
80862,107,Containment,Failure,Antivirus
80863,43,Reset Credentials,Success,SIEM
80864,11,Block IP,Success,WAF
80865,26,Block IP,Success,MFA
80866,176,Patch,Failure,Firewall
80867,28,Block IP,Success,VPN
80868,39,Reset Credentials,Success,Endpoint Detection
80869,47,Containment,Failure,SIEM
80870,87,Containment,Success,IDS
80871,48,Block IP,Success,VPN
80872,50,Containment,Failure,VPN
80873,32,Patch,Failure,Antivirus
80874,36,Quarantine,Success,IDS
80875,84,Quarantine,Failure,Antivirus
80876,82,Quarantine,Success,MFA
80877,49,Containment,Failure,WAF
80878,71,Quarantine,Success,MFA
80879,136,Containment,Failure,Firewall
80880,135,Quarantine,Failure,Firewall
80881,140,Reset Credentials,Failure,Antivirus
80882,65,Reset Credentials,Failure,MFA
80883,36,Block IP,Failure,WAF
80884,57,Reset Credentials,Failure,Antivirus
80885,9,Quarantine,Success,Endpoint Detection
80886,111,Reset Credentials,Success,Endpoint Detection
80887,115,Patch,Success,Antivirus
80888,44,Reset Credentials,Success,VPN
80889,34,Block IP,Success,MFA
80890,170,Quarantine,Success,WAF
80891,176,Reset Credentials,Failure,VPN
80892,42,Patch,Failure,IDS
80893,34,Quarantine,Success,WAF
80894,84,Reset Credentials,Failure,SIEM
